token	corpus size	all contexts size	frequency	co-frequency	specificity
fréquent	14063	7153	2	1	0.30
Être	14063	7153	2	1	0.30
recevoir	14063	7153	2	1	0.30
étrangère	14063	7153	2	1	0.30
gazouillis	14063	7153	2	1	0.30
outil	14063	7153	2	1	0.30
Tototte	14063	7153	2	1	0.30
sucette	14063	7153	2	1	0.30
existe	14063	7153	2	1	0.30
Tout	14063	7153	2	1	0.30
pieds	14063	7153	2	1	0.30
ton	14063	7153	2	1	0.30
pointer	14063	7153	2	1	0.30
maison	14063	7153	2	1	0.30
période	14063	7153	2	1	0.30
actifs	14063	7153	2	1	0.30
éducation	14063	7153	2	1	0.30
manger	14063	7153	2	1	0.30
Urgent	14063	7153	2	1	0.30
je	14063	7153	2	1	0.30
suis	14063	7153	2	1	0.30
Test	14063	7153	2	1	0.30
Parfois	14063	7153	2	1	0.30
givré	14063	7153	2	1	0.30
choisi	14063	7153	2	1	0.30
incarné	14063	7153	2	1	0.30
appelait	14063	7153	2	1	0.30
est-elle	14063	7153	2	1	0.30
Frédérique	14063	7153	2	1	0.30
Eliott	14063	7153	2	1	0.30
Azoulai	14063	7153	2	1	0.30
sciences	14063	7153	2	1	0.30
lire	14063	7153	2	1	0.30
nouveau	14063	7153	2	1	0.30
créneau	14063	7153	2	1	0.30
GMS	14063	7153	2	1	0.30
catégorie	14063	7153	2	1	0.30
entrer	14063	7153	2	1	0.30
change	14063	7153	2	1	0.30
CES	14063	7153	2	1	0.30
berceaux	14063	7153	2	1	0.30
Elvie	14063	7153	2	1	0.30
continue	14063	7153	2	1	0.30
pièce	14063	7153	2	1	0.30
enregistre	14063	7153	2	1	0.30
cardiaque	14063	7153	2	1	0.30
rassurer	14063	7153	2	1	0.30
guide	14063	7153	2	1	0.30
incarnée	14063	7153	2	1	0.30
culte	14063	7153	2	1	0.30
donge	14063	7153	1	1	0.29
Winburn	14063	7153	1	1	0.29
adopte	14063	7153	1	1	0.29
marketing	14063	7153	1	1	0.29
reposant	14063	7153	1	1	0.29
recours	14063	7153	1	1	0.29
intensive	14063	7153	1	1	0.29
utilisant	14063	7153	1	1	0.29
assis	14063	7153	1	1	0.29
drap	14063	7153	1	1	0.29
critiques	14063	7153	1	1	0.29
omniprésence	14063	7153	1	1	0.29
affiches	14063	7153	1	1	0.29
particulier	14063	7153	1	1	0.29
Alors	14063	7153	1	1	0.29
Croix-Rouge	14063	7153	1	1	0.29
revendications	14063	7153	1	1	0.29
Marseille	14063	7153	1	1	0.29
différenciés	14063	7153	1	1	0.29
perdent	14063	7153	1	1	0.29
affiche	14063	7153	1	1	0.29
mise	14063	7153	1	1	0.29
gel	14063	7153	1	1	0.29
douche	14063	7153	1	1	0.29
organise	14063	7153	1	1	0.29
émules	14063	7153	1	1	0.29
Donge	14063	7153	1	1	0.29
Récal	14063	7153	1	1	0.29
Blédine	14063	7153	1	1	0.29
réf	14063	7153	1	1	0.29
Victor	14063	7153	1	1	0.29
Battaggion	14063	7153	1	1	0.29
eau	14063	7153	1	1	0.29
Historia	14063	7153	1	1	0.29
siècle	14063	7153	1	1	0.29
internet	14063	7153	1	1	0.29
Wlassikoff	14063	7153	1	1	0.29
Jean-Pierre	14063	7153	1	1	0.29
Bodeux	14063	7153	1	1	0.29
Fabuleuse	14063	7153	1	1	0.29
exemplaire	14063	7153	1	1	0.29
symbole	14063	7153	1	1	0.29
demi-siècle	14063	7153	1	1	0.29
Alternatives	14063	7153	1	1	0.29
ISBN	14063	7153	1	1	0.29
Daronne	14063	7153	1	1	0.29
assez	14063	7153	1	1	0.29
reconnu	14063	7153	1	1	0.29
phénomène	14063	7153	1	1	0.29
surconsommation	14063	7153	1	1	0.29
sucre	14063	7153	1	1	0.29
sol	14063	7153	1	1	0.29
loulou	14063	7153	1	1	0.29
chéri	14063	7153	1	1	0.29
femina	14063	7153	1	1	0.29
fr	14063	7153	1	1	0.29
populaire	14063	7153	1	1	0.29
cote	14063	7153	1	1	0.29
chat	14063	7153	1	1	0.29
Loulou	14063	7153	1	1	0.29
Chouchou	14063	7153	1	1	0.29
figurent	14063	7153	1	1	0.29
dernières	14063	7153	1	1	0.29
positions	14063	7153	1	1	0.29
valider	14063	7153	1	1	0.29
actu	14063	7153	1	1	0.29
OK	14063	7153	1	1	0.29
Enfant	14063	7153	1	1	0.29
ado	14063	7153	1	1	0.29
affectueux	14063	7153	1	1	0.29
violemment	14063	7153	1	1	0.29
critiquer	14063	7153	1	1	0.29
Valider	14063	7153	1	1	0.29
abonner	14063	7153	1	1	0.29
Derniers	14063	7153	1	1	0.29
Eure	14063	7153	1	1	0.29
feu	14063	7153	1	1	0.29
FranceCes	14063	7153	1	1	0.29
originaux	14063	7153	1	1	0.29
excentriques	14063	7153	1	1	0.29
Nevers	14063	7153	1	1	0.29
Sciences	14063	7153	1	1	0.29
catégoriser	14063	7153	1	1	0.29
PHOTOGRAPHIE	14063	7153	1	1	0.29
Eric	14063	7153	1	1	0.29
Roux	14063	7153	1	1	0.29
comprend-il	14063	7153	1	1	0.29
enregistraient	14063	7153	1	1	0.29
similaires	14063	7153	1	1	0.29
luminosité	14063	7153	1	1	0.29
poids	14063	7153	1	1	0.29
genre	14063	7153	1	1	0.29
attellent	14063	7153	1	1	0.29
dessous	14063	7153	1	1	0.29
pensée	14063	7153	1	1	0.29
riche	14063	7153	1	1	0.29
dévoiler	14063	7153	1	1	0.29
poursuivre	14063	7153	1	1	0.29
recherches	14063	7153	1	1	0.29
basés	14063	7153	1	1	0.29
Lyon	14063	7153	1	1	0.29
progéniture	14063	7153	1	1	0.29
mots-clés	14063	7153	1	1	0.29
vivant	14063	7153	1	1	0.29
Dossier	14063	7153	1	1	0.29
inégalités	14063	7153	1	1	0.29
prise	14063	7153	1	1	0.29
AVC	14063	7153	1	1	0.29
Tête	14063	7153	1	1	0.29
Vivant	14063	7153	1	1	0.29
Sociétés	14063	7153	1	1	0.29
eyetracking	14063	7153	1	1	0.29
mettent	14063	7153	1	1	0.29
surprenantes	14063	7153	1	1	0.29
imaginé	14063	7153	1	1	0.29
justement	14063	7153	1	1	0.29
Ici	14063	7153	1	1	0.29
pensé	14063	7153	1	1	0.29
apprenait	14063	7153	1	1	0.29
progressive	14063	7153	1	1	0.29
surpris	14063	7153	1	1	0.29
rares	14063	7153	1	1	0.29
emploient	14063	7153	1	1	0.29
déduire	14063	7153	1	1	0.29
rencontre	14063	7153	1	1	0.29
indirects	14063	7153	1	1	0.29
signe	14063	7153	1	1	0.29
redoublée	14063	7153	1	1	0.29
agrandit	14063	7153	1	1	0.29
concentre	14063	7153	1	1	0.29
détermine	14063	7153	1	1	0.29
précieuse	14063	7153	1	1	0.29
notamment	14063	7153	1	1	0.29
anticipe	14063	7153	1	1	0.29
identiques	14063	7153	1	1	0.29
gauche	14063	7153	1	1	0.29
manipuler	14063	7153	1	1	0.29
avancent	14063	7153	1	1	0.29
découvrent	14063	7153	1	1	0.29
richesse	14063	7153	1	1	0.29
mathématiques	14063	7153	1	1	0.29
relativement	14063	7153	1	1	0.29
solides	14063	7153	1	1	0.29
Autre	14063	7153	1	1	0.29
bluffant	14063	7153	1	1	0.29
incapables	14063	7153	1	1	0.29
abordée	14063	7153	1	1	0.29
cruciale	14063	7153	1	1	0.29
désintéressera	14063	7153	1	1	0.29
ni	14063	7153	1	1	0.29
compliqué	14063	7153	1	1	0.29
offrant	14063	7153	1	1	0.29
inédit	14063	7153	1	1	0.29
acquérir	14063	7153	1	1	0.29
observons	14063	7153	1	1	0.29
connexions	14063	7153	1	1	0.29
faisaient	14063	7153	1	1	0.29
dispositifs	14063	7153	1	1	0.29
diodes	14063	7153	1	1	0.29
posées	14063	7153	1	1	0.29
envoient	14063	7153	1	1	0.29
crâne	14063	7153	1	1	0.29
survie	14063	7153	1	1	0.29
niche	14063	7153	1	1	0.29
écologique	14063	7153	1	1	0.29
oies	14063	7153	1	1	0.29
capter	14063	7153	1	1	0.29
enfin	14063	7153	1	1	0.29
galoper	14063	7153	1	1	0.29
avancer	14063	7153	1	1	0.29
Blog	14063	7153	1	1	0.29
papas	14063	7153	1	1	0.29
Auteur	14063	7153	1	1	0.29
