token	corpus size	all contexts size	frequency	co-frequency	specificity
раскрывать	61983	6023	1	1	1.01
создавать	61983	6023	1	1	1.01
Грантовый	61983	6023	1	1	1.01
финансовую	61983	6023	1	1	1.01
проектных	61983	6023	1	1	1.01
активностей	61983	6023	1	1	1.01
Системное	61983	6023	1	1	1.01
нацеленных	61983	6023	1	1	1.01
Полная	61983	6023	1	1	1.01
линейка	61983	6023	1	1	1.01
продуктов	61983	6023	1	1	1.01
читает	61983	6023	1	1	1.01
лекции	61983	6023	1	1	1.01
Филипповской	61983	6023	1	1	1.01
рассказывая	61983	6023	1	1	1.01
пятиклассникам	61983	6023	1	1	1.01
настоящую	61983	6023	1	1	1.01
Станислав	61983	6023	1	1	1.01
Дробышевский	61983	6023	1	1	1.01
Антрополог	61983	6023	1	1	1.01
кандидат	61983	6023	1	1	1.01
антропологии	61983	6023	1	1	1.01
ЦСПР	61983	6023	1	1	1.01
абилитацию	61983	6023	1	1	1.01
специальной	61983	6023	1	1	1.01
индивидуальный	61983	6023	1	1	1.01
посещающие	61983	6023	1	1	1.01
будние	61983	6023	1	1	1.01
индивидуального	61983	6023	1	1	1.01
подхода	61983	6023	1	1	1.01
Постоянное	61983	6023	1	1	1.01
трансдисциплинарный	61983	6023	1	1	1.01
руководством	61983	6023	1	1	1.01
ведущего	61983	6023	1	1	1.01
тьютора	61983	6023	1	1	1.01
естественных	61983	6023	1	1	1.01
бытовых	61983	6023	1	1	1.01
опоры	61983	6023	1	1	1.01
внутри	61983	6023	1	1	1.01
достичь	61983	6023	1	1	1.01
успехов	61983	6023	1	1	1.01
поверки	61983	6023	1	1	1.01
диагностических	61983	6023	1	1	1.01
надёжной	61983	6023	1	1	1.01
делимся	61983	6023	1	1	1.01
Книгу	61983	6023	1	1	1.01
Системный	61983	6023	1	1	1.01
Отчётность	61983	6023	1	1	1.01
Госпитализация	61983	6023	1	1	1.01
новорождённым	61983	6023	1	1	1.01
отказным	61983	6023	1	1	1.01
Реабилитация	61983	6023	1	1	1.01
Стоматология	61983	6023	1	1	1.01
Патронаж	61983	6023	1	1	1.01
Генетика	61983	6023	1	1	1.01
Психологическая	61983	6023	1	1	1.01
Юридическая	61983	6023	1	1	1.01
Делитесь	61983	6023	1	1	1.01
отзывами	61983	6023	1	1	1.01
впечатлениями	61983	6023	1	1	1.01
Ксения	61983	6023	1	1	1.01
Романова	61983	6023	1	1	1.01
Драница	61983	6023	1	1	1.01
Перевенкова	61983	6023	1	1	1.01
Валентиновна	61983	6023	1	1	1.01
Вероники	61983	6023	1	1	1.01
Английский	61983	6023	1	1	1.01
Хореография	61983	6023	1	1	1.01
ритмику	61983	6023	1	1	1.01
нетрадиционного	61983	6023	1	1	1.01
Живое	61983	6023	1	1	1.01
Умелые	61983	6023	1	1	1.01
Предназначена	61983	6023	1	1	1.01
МАДОУ	61983	6023	1	1	1.01
ВСЕРОССИЙСКАЯ	61983	6023	1	1	1.01
Благотворительная	61983	6023	1	1	1.01
Помогаем	61983	6023	1	1	1.01
тяжелобольным	61983	6023	1	1	1.01
Городов	61983	6023	1	1	1.01
Регистраций	61983	6023	1	1	1.01
Сэкономленные	61983	6023	1	1	1.01
переведите	61983	6023	1	1	1.01
больными	61983	6023	1	1	1.01
молодыми	61983	6023	1	1	1.01
любила	61983	6023	1	1	1.01
лепить	61983	6023	1	1	1.01
занималась	61983	6023	1	1	1.01
керамикой	61983	6023	1	1	1.01
поучаствует	61983	6023	1	1	1.01
городами	61983	6023	1	1	1.01
понимаем	61983	6023	1	1	1.01
населенные	61983	6023	1	1	1.01
пункты	61983	6023	1	1	1.01
деревни	61983	6023	1	1	1.01
Дельвига	61983	6023	1	1	1.01
историей	61983	6023	1	1	1.01
Черноголовка	61983	6023	1	1	1.01
инициаторами	61983	6023	1	1	1.01
выступили	61983	6023	1	1	1.01
считаем	61983	6023	1	1	1.01
уделяем	61983	6023	1	1	1.01
болеют	61983	6023	1	1	1.01
ценнее	61983	6023	1	1	1.01
милосерднее	61983	6023	1	1	1.01
Нюта	61983	6023	1	1	1.01
Федермессер	61983	6023	1	1	1.01
Помогает	61983	6023	1	1	1.01
достоинством	61983	6023	1	1	1.01
опекой	61983	6023	1	1	1.01
болезнь	61983	6023	1	1	1.01
счастливую	61983	6023	1	1	1.01
Поисковый	61983	6023	1	1	1.01
Развлечения	61983	6023	1	1	1.01
Калькуляторы	61983	6023	1	1	1.01
Ведущими	61983	6023	1	1	1.01
функциями	61983	6023	1	1	1.01
передача	61983	6023	1	1	1.01
духовно-нравственного	61983	6023	1	1	1.01
культурного	61983	6023	1	1	1.01
новому	61983	6023	1	1	1.01
поколению	61983	6023	1	1	1.01
ознакомятся	61983	6023	1	1	1.01
брачно-семейных	61983	6023	1	1	1.01
ролью	61983	6023	1	1	1.01
компонент	61983	6023	1	1	1.01
благоприятной	61983	6023	1	1	1.01
пищевые	61983	6023	1	1	1.01
предполагается	61983	6023	1	1	1.01
Желание	61983	6023	1	1	1.01
крепкой	61983	6023	1	1	1.01
аспиранты	61983	6023	1	1	1.01
магистры	61983	6023	1	1	1.01
пишет	61983	6023	1	1	1.01
некогда	61983	6023	1	1	1.01
пускают	61983	6023	1	1	1.01
самотек	61983	6023	1	1	1.01
Москвы	61983	6023	1	1	1.01
Саранска	61983	6023	1	1	1.01
замкнут	61983	6023	1	1	1.01
Направлять	61983	6023	1	1	1.01
приехала	61983	6023	1	1	1.01
Москву	61983	6023	1	1	1.01
kaks	61983	6023	1	1	1.01
last	61983	6023	1	1	1.01
üks	61983	6023	1	1	1.01
hoiab	61983	6023	1	1	1.01
banaani	61983	6023	1	1	1.01
silmade	61983	6023	1	1	1.01
ees	61983	6023	1	1	1.01
teine	61983	6023	1	1	1.01
mandarini	61983	6023	1	1	1.01
Канцлер	61983	6023	1	1	1.01
омбудсменом	61983	6023	1	1	1.01
продвижение	61983	6023	1	1	1.01
канцлеру	61983	6023	1	1	1.01
Строка	61983	6023	1	1	1.01
Сферы	61983	6023	1	1	1.01
Põhinavigatsioon	61983	6023	1	1	1.01
Важные	61983	6023	1	1	1.01
Oмбудсмен	61983	6023	1	1	1.01
raport	61983	6023	1	1	1.01
ÜRO-leLasteabi	61983	6023	1	1	1.01
одинаковые	61983	6023	1	1	1.01
чести	61983	6023	1	1	1.01
бабушек	61983	6023	1	1	1.01
дедушек	61983	6023	1	1	1.01
воспитателей	61983	6023	1	1	1.01
расы	61983	6023	1	1	1.01
аспектах	61983	6023	1	1	1.01
обязанностях	61983	6023	1	1	1.01
заботе	61983	6023	1	1	1.01
какое-либо	61983	6023	1	1	1.01
физический	61983	6023	1	1	1.01
недостаток	61983	6023	1	1	1.01
вооруженных	61983	6023	1	1	1.01
обеспечивают	61983	6023	1	1	1.01
особый	61983	6023	1	1	1.01
уязвимыми	61983	6023	1	1	1.01
насильственное	61983	6023	1	1	1.01
неприемлемым	61983	6023	1	1	1.01
распространено	61983	6023	1	1	1.01
оправдывается	61983	6023	1	1	1.01
традициями	61983	6023	1	1	1.01
воспитательными	61983	6023	1	1	1.01
Взрослым	61983	6023	1	1	1.01
многому	61983	6023	1	1	1.01
дадим	61983	6023	1	1	1.01
научимся	61983	6023	1	1	1.01
научим	61983	6023	1	1	1.01
правильному	61983	6023	1	1	1.01
поведению	61983	6023	1	1	1.01
собственном	61983	6023	1	1	1.01
Задачей	61983	6023	1	1	1.01
подвергся	61983	6023	1	1	1.01
наказанию	61983	6023	1	1	1.01
работнику	61983	6023	1	1	1.01
полицию	61983	6023	1	1	1.01
передается	61983	6023	1	1	1.01
соответствующим	61983	6023	1	1	1.01
полиция	61983	6023	1	1	1.01
занимающиеся	61983	6023	1	1	1.01
причиняет	61983	6023	1	1	1.01
психическому	61983	6023	1	1	1.01
добавил	61983	6023	1	1	1.01
соблюдения	61983	6023	1	1	1.01
проистекающих	61983	6023	1	1	1.01
общественный	61983	6023	1	1	1.01
принудительный	61983	6023	1	1	1.01
предусмотрены	61983	6023	1	1	1.01
пособиях	61983	6023	1	1	1.01
предлагаемых	61983	6023	1	1	1.01
волостной	61983	6023	1	1	1.01
управе	61983	6023	1	1	1.01
органам	61983	6023	1	1	1.01
предъявления	61983	6023	1	1	1.01
фактических	61983	6023	1	1	1.01
доказательств	61983	6023	1	1	1.01
регулярный	61983	6023	1	1	1.01
профилактическую	61983	6023	1	1	1.01
реабилитацией	61983	6023	1	1	1.01
лечебные	61983	6023	1	1	1.01
гарантируется	61983	6023	1	1	1.01
ЗМС	61983	6023	1	1	1.01
посещении	61983	6023	1	1	1.01
туалета	61983	6023	1	1	1.01
душевых	61983	6023	1	1	1.01
регистрируются	61983	6023	1	1	1.01
родившиеся	61983	6023	1	1	1.01
учет	61983	6023	1	1	1.01
международному	61983	6023	1	1	1.01
гражданами	61983	6023	1	1	1.01
усыновлять	61983	6023	1	1	1.01
удочерять	61983	6023	1	1	1.01
национальных	61983	6023	1	1	1.01
обучаться	61983	6023	1	1	1.01
родному	61983	6023	1	1	1.01
Незнание	61983	6023	1	1	1.01
государственного	61983	6023	1	1	1.01
сравнению	61983	6023	1	1	1.01
эстонцами	61983	6023	1	1	1.01
чьим	61983	6023	1	1	1.01
родным	61983	6023	1	1	1.01
Къелдсен	61983	6023	1	1	1.01
Буск	61983	6023	1	1	1.01
Мадсен	61983	6023	1	1	1.01
Педерсен	61983	6023	1	1	1.01
предоставляемое	61983	6023	1	1	1.01
объективным	61983	6023	1	1	1.01
критическим	61983	6023	1	1	1.01
плюралистическим	61983	6023	1	1	1.01
