token	corpus size	all contexts size	frequency	co-frequency	specificity
указ	12609	5836	1	1	0.33
строении	12609	5836	1	1	0.33
Москве	12609	5836	1	1	0.33
разработавшего	12609	5836	1	1	0.33
наставления	12609	5836	1	1	0.33
Периоды	12609	5836	1	1	0.33
взросления	12609	5836	1	1	0.33
нежную	12609	5836	1	1	0.33
Грудные	12609	5836	1	1	0.33
большее	12609	5836	1	1	0.33
массы	12609	5836	1	1	0.33
массе	12609	5836	1	1	0.33
нормальных	12609	5836	1	1	0.33
грудных	12609	5836	1	1	0.33
дыхание	12609	5836	1	1	0.33
удара	12609	5836	1	1	0.33
сердца	12609	5836	1	1	0.33
Причем	12609	5836	1	1	0.33
потребность	12609	5836	1	1	0.33
резко	12609	5836	1	1	0.33
возрастает	12609	5836	1	1	0.33
едва	12609	5836	1	1	0.33
заметна	12609	5836	1	1	0.33
сильная	12609	5836	1	1	0.33
текучесть	12609	5836	1	1	0.33
основе	12609	5836	1	1	0.33
лежит	12609	5836	1	1	0.33
Отец	12609	5836	1	1	0.33
сына	12609	5836	1	1	0.33
кататься	12609	5836	1	1	0.33
велосипеде	12609	5836	1	1	0.33
формирования	12609	5836	1	1	0.33
человеческой	12609	5836	1	1	0.33
действующие	12609	5836	1	1	0.33
Основными	12609	5836	1	1	0.33
направлениями	12609	5836	1	1	0.33
постоянное	12609	5836	1	1	0.33
расширении	12609	5836	1	1	0.33
кругозора	12609	5836	1	1	0.33
разъяснение	12609	5836	1	1	0.33
сущности	12609	5836	1	1	0.33
явлений	12609	5836	1	1	0.33
интересны	12609	5836	1	1	0.33
нравственных	12609	5836	1	1	0.33
качеств	12609	5836	1	1	0.33
спортом	12609	5836	1	1	0.33
Педагогическая	12609	5836	1	1	0.33
рекомендует	12609	5836	1	1	0.33
постепенный	12609	5836	1	1	0.33
систематический	12609	5836	1	1	0.33
рост	12609	5836	1	1	0.33
требований	12609	5836	1	1	0.33
древности	12609	5836	1	1	0.33
имело	12609	5836	1	1	0.33
специфической	12609	5836	1	1	0.33
Нормы	12609	5836	1	1	0.33
веса	12609	5836	1	1	0.33
новорождённых	12609	5836	1	1	0.33
растущие	12609	5836	1	1	0.33
кислороде	12609	5836	1	1	0.33
отводе	12609	5836	1	1	0.33
углекислого	12609	5836	1	1	0.33
газа	12609	5836	1	1	0.33
сведения	12609	5836	1	1	0.33
Педиатрия	12609	5836	1	1	0.33
Следит	12609	5836	1	1	0.33
течением	12609	5836	1	1	0.33
состоянием	12609	5836	1	1	0.33
связанными	12609	5836	1	1	0.33
проблемами	12609	5836	1	1	0.33
самостоятельная	12609	5836	1	1	0.33
возможные	12609	5836	1	1	0.33
ибо	12609	5836	1	1	0.33
течение	12609	5836	1	1	0.33
патологических	12609	5836	1	1	0.33
существенно	12609	5836	1	1	0.33
таковых	12609	5836	1	1	0.33
реакция	12609	5836	1	1	0.33
педиатра	12609	5836	1	1	0.33
входит	12609	5836	1	1	0.33
организованного	12609	5836	1	1	0.33
коллектива	12609	5836	1	1	0.33
ясли	12609	5836	1	1	0.33
дом	12609	5836	1	1	0.33
комбинат	12609	5836	1	1	0.33
интернат	12609	5836	1	1	0.33
стационар	12609	5836	1	1	0.33
педиатры	12609	5836	1	1	0.33
авангарде	12609	5836	1	1	0.33
служб	12609	5836	1	1	0.33
заботы	12609	5836	1	1	0.33
выступая	12609	5836	1	1	0.33
роли	12609	5836	1	1	0.33
хранителей	12609	5836	1	1	0.33
умственного	12609	5836	1	1	0.33
эмоционального	12609	5836	1	1	0.33
Элин	12609	5836	1	1	0.33
Даниельсон-Гамбоджи	12609	5836	1	1	0.33
Материнская	12609	5836	1	1	0.33
забота	12609	5836	1	1	0.33
Состояние	12609	5836	1	1	0.33
популяциях	12609	5836	1	1	0.33
земного	12609	5836	1	1	0.33
шара	12609	5836	1	1	0.33
вызванные	12609	5836	1	1	0.33
зачастую	12609	5836	1	1	0.33
придаётся	12609	5836	1	1	0.33
социальным	12609	5836	1	1	0.33
поведенческим	12609	5836	1	1	0.33
аспектам	12609	5836	1	1	0.33
пересмотра	12609	5836	1	1	0.33
привычных	12609	5836	1	1	0.33
заканчивая	12609	5836	1	1	0.33
внедрением	12609	5836	1	1	0.33
профилактику	12609	5836	1	1	0.33
неудовлетворительного	12609	5836	1	1	0.33
Профилактическое	12609	5836	1	1	0.33
педиатрии	12609	5836	1	1	0.33
пожилых	12609	5836	1	1	0.33
увеличена	12609	5836	1	1	0.33
концах	12609	5836	1	1	0.33
ДНК	12609	5836	1	1	0.33
потенциально	12609	5836	1	1	0.33
втором	12609	5836	1	1	0.33
третьем	12609	5836	1	1	0.33
поколении	12609	5836	1	1	0.33
родились	12609	5836	1	1	0.33
дискриминации	12609	5836	1	1	0.33
остаётся	12609	5836	1	1	0.33
контекста	12609	5836	1	1	0.33
согласия	12609	5836	1	1	0.33
Другой	12609	5836	1	1	0.33
перестал	12609	5836	1	1	0.33
достижении	12609	5836	1	1	0.33
зрелости	12609	5836	1	1	0.33
законы	12609	5836	1	1	0.33
вредоносной	12609	5836	1	1	0.33
демонстрация	12609	5836	1	1	0.33
пропаганда	12609	5836	1	1	0.33
Ученые	12609	5836	1	1	0.33
проследили	12609	5836	1	1	0.33
эффект	12609	5836	1	1	0.33
поздним	12609	5836	1	1	0.33
меньшей	12609	5836	1	1	0.33
поколениях	12609	5836	1	1	0.33
Осипов	12609	5836	1	1	0.33
Гиппенрейтер	12609	5836	1	1	0.33
Общаться	12609	5836	1	1	0.33
учебное	12609	5836	1	1	0.33
вузов	12609	5836	1	1	0.33
Детективы	12609	5836	1	1	0.33
Драмы	12609	5836	1	1	0.33
Исторические	12609	5836	1	1	0.33
Комедия	12609	5836	1	1	0.33
Полнометражные	12609	5836	1	1	0.33
меняться	12609	5836	1	1	0.33
приёмная	12609	5836	1	1	0.33
Шуле	12609	5836	1	1	0.33
Чудесная	12609	5836	1	1	0.33
новость	12609	5836	1	1	0.33
радует	12609	5836	1	1	0.33
отчаявшееся	12609	5836	1	1	0.33
Турецкая	12609	5836	1	1	0.33
драма	12609	5836	1	1	0.33
Любителям	12609	5836	1	1	0.33
турецкий	12609	5836	1	1	0.33
сериалов	12609	5836	1	1	0.33
драму	12609	5836	1	1	0.33
Сюжет	12609	5836	1	1	0.33
сложную	12609	5836	1	1	0.33
жизненную	12609	5836	1	1	0.33
Приоритетные	12609	5836	1	1	0.33
направления	12609	5836	1	1	0.33
раннем	12609	5836	1	1	0.33
детстве	12609	5836	1	1	0.33
Чьи	12609	5836	1	1	0.33
защищаем	12609	5836	1	1	0.33
Девочки-подростки	12609	5836	1	1	0.33
живущие	12609	5836	1	1	0.33
бедности	12609	5836	1	1	0.33
Дети-мигранты	12609	5836	1	1	0.33
дети-беженцы	12609	5836	1	1	0.33
рома	12609	5836	1	1	0.33
этнических	12609	5836	1	1	0.33
Реагирование	12609	5836	1	1	0.33
чрезвычайные	12609	5836	1	1	0.33
Война	12609	5836	1	1	0.33
технической	12609	5836	1	1	0.33
Взаимодействие	12609	5836	1	1	0.33
местными	12609	5836	1	1	0.33
Европейская	12609	5836	1	1	0.33
Центры	12609	5836	1	1	0.33
голубая	12609	5836	1	1	0.33
точка	12609	5836	1	1	0.33
Исследования	12609	5836	1	1	0.33
отчеты	12609	5836	1	1	0.33
Актау	12609	5836	1	1	0.33
Мангистауская	12609	5836	1	1	0.33
заботится	12609	5836	1	1	0.33
общаться	12609	5836	1	1	0.33
новорожденным	12609	5836	1	1	0.33
миллиона	12609	5836	1	1	0.33
умирают	12609	5836	1	1	0.33
болезней	12609	5836	1	1	0.33
вакцинации	12609	5836	1	1	0.33
трём	12609	5836	1	1	0.33
диапазон	12609	5836	1	1	0.33
расширяется	12609	5836	1	1	0.33
вашем	12609	5836	1	1	0.33
доверия	12609	5836	1	1	0.33
Кормление	12609	5836	1	1	0.33
кроме	12609	5836	1	1	0.33
мёда	12609	5836	1	1	0.33
исполнится	12609	5836	1	1	0.33
Годовалый	12609	5836	1	1	0.33
Сербии	12609	5836	1	1	0.33
играет	12609	5836	1	1	0.33
конструктором	12609	5836	1	1	0.33
старше	12609	5836	1	1	0.33
Имя	12609	5836	1	1	0.33
годовалой	12609	5836	1	1	0.33
Толгонай	12609	5836	1	1	0.33
полная	12609	5836	1	1	0.33
луна	12609	5836	1	1	0.33
Вестник	12609	5836	1	1	0.33
